FID,County,School Name,Address,City,zip,Type,Grades,Format,GlobalID,x,y
141,Prince George's,Berwyn Heights Elementary School,6200 Pontiac Street,Berwyn Heights,20740,Public Elementary,PreK-6,Public,09186ace-244e-4a50-9baf-5d9c24b18681,1338012.87418692,482616.39853625
142,Washington,Bester Elementary School,385 Mill Street,Hagerstown,21740,Public Elementary,PreK-5,Public,b7415255-8eb2-45e2-bbcf-9c99681ef5f1,1109738.11945125,717239.78919667
143,Montgomery,Bethesda Chevy Chase High School,4301 East-W Highway,Bethesda,20814,Public High,9-12,Public,d80ef9d3-cd4d-4918-8657-52916d869d3e,1286773.98191425,480743.772688344
144,Montgomery,Bethesda Elementary School,7600 Arlington Road,Bethesda,20814,Public Elementary,K-5,Public,dda5d673-a712-499a-b7c9-6811f39cb7cb,1283773.72840033,480573.2540005
145,Montgomery,Beverly Farms Elementary School,8501 Post Oak Road,Potomac,20854,Public Elementary,K-5,Public,ddb4ebbc-c9a9-4926-85e8-0f7a596fa3ef,1262264.74385934,504606.787298173
146,Prince George's,Bladensburg Elementary School,4915 Annapolis Road,Bladensburg,20710,Public Elementary,PreK-6,Public,52942ba7-26e4-408c-82b6-e842045a3239,1331709.12006217,463260.57537134
147,Prince George's,Bladensburg High School,4200 57th Street,Bladensburg,20710,Public High,9-12,Public,31e3d56f-1542-49b8-bbdc-63212b85a0f7,1335688.47627668,464595.805640504
148,Montgomery,Blake (James Hubert) High School,300 Norwood Road,Silver Spring,20905,Public High,9-12,Public,de336018-9e50-41bd-b932-7b7ed307bc68,1306243.2667945,527044.93369475
149,Anne Arundel,Bodkin Elementary School,8320 Ventnor Road,Pasadena,21122,Public Elementary,K-5,Public,9a5066be-722f-4d49-9d7d-bfa509c8caf0,1466848.02366833,526844.472481504
150,Cecil,Bohemia Manor Middle/High School,2755 Augustine Herman Highway,Chesapeake City,21915,Public Middle/High,6-12,Public,30df7685-ca63-4fe5-9a4e-373cd270788b,1642166.19960609,673773.231773004
151,Howard,Bollman Bridge Elementary School,8200 Savage-Guilford Road,Jessup,20794,Public Elementary,PreK-5,Public,ac7ce186-b375-4c46-9458-11e4ae634222,1361103.78765067,538796.724167511
152,Prince George's,Bond Mill Elementary School,16001 Sherwood Avenue,Laurel,20707,Public Elementary,K-5,Public,28465e29-bf74-4985-aeab-b34c1ffe4f9d,1341977.89217551,525559.451757595
153,Howard,Bonnie Branch Middle School,4979 Ilchester Road,Ellicott City,21043,Public Middle,6-8,Public,46d094e0-52bc-4bdd-9ae6-27eeb1e7fe20,1376691.08390383,570275.649070427
154,Baltimore City,Booker T. Washington Middle School # 130,1301 McCulloh Street,Baltimore,21217,Public Middle/High,6-12,Public,a2cb77e0-c4cc-40f2-9a68-839f11a206dd,1417641.81893134,596116.351982087
155,Washington,Boonsboro Elementary School,5 Campus Avenue,Boonsboro,21713,Public Elementary,K-5,Public,76c855dd-47f4-4cc9-a056-fc437eb20985,1128698.77772409,673412.092731506
156,Washington,Boonsboro High School,10 Campus Avenue,Boonsboro,21713,Public High,9-12,Public,73efe56b-9108-4add-96cc-11c6cc15d3ed,1128516.04285334,674248.91881375
157,Washington,Boonsboro Middle School,1 J H Wade Drive,Boonsboro,21713,Public Middle,6-8,Public,dc56ba4a-f48e-4a0c-a79e-c9a60ffd6cc2,1129413.94460084,673857.620383754
158,Prince George's,Bowie High School,15200 Annapolis Road,Bowie,20715,Public High,9-12,Public,d0a3cca7-68d6-4dd4-9438-45a6bd50628c,1385338.74803892,477750.756364673
159,Prince George's,Bowie-Belair High School Annex,3021 Belair Drive,Bowie,20715,Public High,9,Public,46b21961-e910-4e3d-8796-3c881693ffbb,1385285.34033734,475247.003498167
160,Prince George's,Bradbury Heights Elementary School,1401 Glacier Avenue,Capitol Heights,20743,Public Elementary,PreK-6,Public,4e4efc83-2024-4cdb-97c7-b2e41588d2e3,1332824.85601968,438601.796605006
161,Allegany,Braddock Middle School,909 Holland Street,Cumberland,21502,Public Middle,6-8,Public,40313345-1dec-4b27-a681-0809f88726e4,813828.629578501,733003.781618759
162,Montgomery,Bradley Hills Elementary School,8701 Hartsdale Avenue,Bethesda,20817,Public Elementary,K-5,Public,e97efde6-031f-4acf-b126-71f695afc9a3,1278765.50350867,485532.360224009
163,Baltimore City,Bragg Nature Study Center,6601 Baltimore National Pike,Baltimore,21228,Public Science,N/A,Public,9348277a-8910-4b94-a115-99ee00f4ddd8,1378098.45641717,589273.004448339
164,Prince George's,Brandywine Elementary School,14101 Brandywine Road,Brandywine,20613,Public Elementary,PreK-5,Public,8f153064-74a5-4f0b-8568-a74302b3c1a8,1354300.04699309,375258.472504511
165,Baltimore City,Brehms Lane Elementary School # 231,3536 Brehms Lane,Baltimore,21213,Public Elementary,PreK-5,Public,8d86c942-c437-4ec0-94ca-0e884954ce77,1435027.70017001,602928.943671837
166,Montgomery,Briggs Chaney Middle School,1901 Rainbow Drive,Silver Spring,20905,Public Middle,6-8,Public,d500d715-e2de-4716-b19a-b82ecced02d0,1320157.64021242,525639.134997174
167,Montgomery,Broad Acres (JoAnn Leleck ES at) Elementary School,710 Beacon Road,Silver Spring,20903,Public Elementary,HS-5,Public,b5160eab-1830-482c-8ff0-cbce53682e05,1315300.64598942,488596.143794596
168,Garrett,Broad Ford Elementary School,607 Harvey Winters Road,Oakland,21550,Public Elementary,K-5,Public,d50633eb-ab77-40b6-ba10-833b0831805b,640395.525001839,645500.446127087
169,Anne Arundel,Broadneck Elementary School,470 Shore Acres Road,Arnold,21012,Public Elementary,K-5,Public,2cd58377-d4f4-4df1-9e1f-6514098554b5,1458872.19906884,503608.636407346
170,Anne Arundel,Broadneck High School,1265 Green Holly Drive,Annapolis,21409,Public High,9-12,Public,98adbd73-054a-4452-9b9e-ee218251d585,1467469.3419795,500550.469623417
171,Anne Arundel,Brock Bridge Elementary School,405 Brock Bridge Road,Laurel,20724,Public Elementary,PreK-5,Public,59c310e6-c61e-4694-ae48-0e643eaa3135,1363152.88591467,517761.477852255
172,Montgomery,Brooke Grove Elementary School,2700 Spartan Road,Olney,20832,Public Elementary,PreK-5,Public,5b874740-7ee4-445f-8f5a-6ec89b4a536b,1297959.44248292,542645.809645176
173,Montgomery,Brookhaven Elementary School,4610 Renn Street,Rockville,20853,Public Elementary,PreK-5,Public,4f3ec280-016b-4f88-8bb4-831277a2bda4,1285953.58165218,515345.680846587
174,Anne Arundel,Brooklyn Park Elementary School,200 14th Avenue,Baltimore,21225,Public Elementary,PreK-5,Public,df928607-b957-491b-bc1d-7992fbad7e13,1420718.531938,566654.88203375
175,Anne Arundel,Brooklyn Park Middle School,200 Hammonds Lane,Baltimore,21225,Public Middle,6-8,Public,5db3df0e-ab6b-4106-b6dd-0552a14fa930,1420040.25671975,564579.692614585
176,Montgomery,Brown Station Elementary School,851 Quince Orchard Boulevard,Gaithersburg,20878,Public Elementary,HS-5,Public,ea72bc2f-9aaa-4a74-ab22-3b9e9b31316d,1246913.88578159,536228.108569846
177,Frederick,Brunswick Elementary School,400 Central Avenue,Brunswick,21716,Public Elementary,PreK-5,Public,d08a3023-4397-4fbb-b721-b5aa334ec9c1,1133183.45051326,602321.505254179
178,Frederick,Brunswick High School,101 Cummings Drive,Brunswick,21716,Public High,9-12,Public,8ce7e7c7-b475-4622-87a6-3b60696d0852,1140041.63495959,601565.14324984
179,Frederick,Brunswick Middle School,301 Cummings Drive,Brunswick,21716,Public Middle,6-8,Public,a21d1698-1371-4924-add3-0e17c7e54c40,1141406.82514259,600839.805133596
180,Howard,Bryant Woods Elementary School,5450 Blue Heron Lane,Columbia,21044,Public Elementary,PreK-5,Public,7c5ee4e1-179e-40ab-a717-48e9e15eedfa,1349955.9395396,566102.565225005
181,Prince George's,Buck Lodge Middle School,2611 Buck Lodge Road,Adelphi,20783,Public Middle,6-8,Public,931c78e9-c573-4200-a527-6b4ac7fd22a5,1323480.2523336,489627.830051422
182,Worcester,Buckingham Elementary School,100 Buckingham Road,Berlin,21811,Public Elementary,PreK-4,Public,63ed5d46-57ee-41e0-ad2a-9e1c201b6c56,1822426.0415135,243247.255556345
183,Howard,Burleigh Manor Middle School,4200 Centennial Lane,Ellicott City,21042,Public Middle,6-8,Public,6b73953c-28dd-40ad-9703-680291f9f2cf,1349857.30587859,578558.043594837
184,Montgomery,Burning Tree Elementary School,7900 Beech Tree Road,Bethesda,20817,Public Elementary,K-5,Public,c64bcbcd-a2cc-4544-971c-f64a552fb2b1,1271498.49081175,482020.261933252
185,Montgomery,Burnt Mills Elementary School,11211 Childs Street,Silver Spring,20901,Public Elementary,PreK-5,Public,aa26e1f8-96a9-45e4-93d6-caf47b6463ce,1311808.50664826,499922.173964009
186,Montgomery,Burtonsville Elementary School,15516 Old Columbia Pike,Burtonsville,20866,Public Elementary,K-5,Public,e4aaf42b-47ea-4d21-9cfd-7552412bd463,1330217.63354383,525977.40597418
187,Howard,Bushy Park Elementary School,14601 Carrs Mill Road,Glenwood,21738,Public Elementary,PreK-5,Public,1d862b32-3ae1-443e-8fd4-8f11d7021be2,1306021.13567708,595454.866756499
188,Prince George's,C. Elizabeth Rieg Regional School,15542 Peach Walker Drive,Mitchellville,20716,Public Special Education,K-12,Public,e12cefc6-9f23-4c96-8dc1-34d98f4624c7,1387885.58710533,456688.136744589
189,Harford,C. Milton Wright High School,1301 North Fountain Green Road,Bel Air,21015,Public High,9-12,Public,34b1fcc8-1aa8-49e2-8d6c-66997937f2ff,1501207.61571017,690802.325339422
190,Charles,C. Paul Barnhart Elementary School,4800 Lancaster Circle,Waldorf,20603,Public Elementary,PreK-5,Public,b8f9dda2-3c93-4685-b5e6-92498b9fee4f,1330221.97736718,348804.224232003
191,Montgomery,Cabin John Middle School,10701 Gainsborough Road,Rockville,20854,Public Middle,6-8,Public,0c3fe18f-731e-459a-bd78-97d655bc2a10,1263487.92218725,497157.811054423
192,Baltimore City,Callaway Elementary School # 251,3701 Fernhill Avenue,Baltimore,21215,Public Elementary,PreK-5,Public,af3e206f-be10-4a26-8dfa-f18a33231a92,1403440.12915893,608326.367588252
193,Calvert,Calvert Country,1350 Dares Beach Road,Prince Frederick,20678,Public Special Education,PreK-12,Public,fa6de34f-dc54-4150-8d99-10e225a0cce1,1434626.98804492,323270.94229342
194,Calvert,Calvert Elementary School,1450 Dares Beach Road,Prince Frederick,20678,Public Elementary,PreK-5,Public,3593dea9-a1d7-47c6-a83f-db68ef1cc3b1,1435572.68201968,323251.002372667
195,Cecil,Calvert Elementary School,79 Brick Meetinghouse Road,Rising Sun,21911,Public Elementary,K-5,Public,3744f141-ff81-4816-b115-034c51211786,1598071.17034225,742447.396917835
196,Calvert,Calvert High School,520 Fox Run Boulevard,Prince Frederick,20678,Public High,9-12,Public,369d157b-db0c-4439-a582-7d8253a3e8b8,1431536.09954168,323014.624892667
197,Prince George's,Calverton Elementary School,3400 Beltsville Road,Beltsville,20705,Public Elementary,PreK-5,Public,45aaadef-a3d6-4411-a5e7-fd88612d7e07,1330871.69850868,505743.404119417
198,Baltimore City,Calverton Elementary/Middle School # 075,1100 Whitmore Avenue,Baltimore,21216,Public PreK-8,PreK-8,Public,c7464e93-8d01-49ce-9d68-03f5c42c32cb,1409016.04615667,595255.955080837
199,Baltimore City,Calvin Rodwell  Elementary School # 256,3501 Hillsdale Road,Baltimore,21207,Public Elementary,PreK-5,Public,8e942076-ec02-4dcf-bb19-3b3292e444d8,1398854.11405276,606002.847629011
200,Dorchester,Cambridge-South Dorchester High School,2475 Cambridge Beltway,Cambridge,21613,Public High,9-12,Public,5229074e-1deb-436d-8c79-9d26a3be2e54,1572450.94960117,321560.68226251
201,Garrett,Camp Hickory Outdoor,604 Pride Parkway,Accident,21520,Public Science,N/A,Public,806770c0-eb0a-42f4-bf06-7c149f2bbdce,664337.13787967,736094.3295715
202,Baltimore,Campfield Early Childhood Center,6834 Alter Street,Baltimore,21207,Public Elementary,PreK-K,Public,1aa91b55-5ebe-4f72-9960-33bbae7060e5,1390713.29601684,613784.407853261
203,Montgomery,Candlewood Elementary School,7210 Osprey Drive,Rockville,20855,Public Elementary,K-5,Public,070855d6-a104-4644-ab4a-135ed562d141,1270608.77375917,532581.733316675
204,Montgomery,Cannon Road Elementary School,901 Cannon Road,Silver Spring,20904,Public Elementary,K-5,Public,77fc4186-5935-40d3-823f-85f9fd083ec2,1314043.64161368,510569.142827511
205,Baltimore City,Canton Building # 230,801-829 South Highland Avenue,Baltimore,21224,Public Middle/High,6-12,Public,0940b21e-3b35-40c0-8bfb-c160d06f0962,1434399.15943234,589119.704230011
206,Anne Arundel,Cape St. Claire Elementary School,931 Blue Ridge Drive,Annapolis,21409,Public Elementary,K-5,Public,39d73d8f-4fcd-4ee8-b468-7824d6cc0656,1469961.61192934,500137.142038003
207,Prince George's,Capitol Heights Elementary School,601 Suffolk Avenue,Capitol Heights,20743,Public Elementary,PreK-5,Public,2a706a37-b514-4d5e-a9ee-cbc3b3e61727,1337308.29751208,442571.847063839
208,St. Mary's,Captain Walter Francis Duke Elementary School,23595 Hayden Farm Lane,Leonardtown,20650,Public Elementary,PreK-5,Public,87e43a74-0e7b-40e6-acad-bf074b3daf55,1416562.77745426,236069.423127249
209,Montgomery,Carderock Springs Elementary School,7401 Persimmon Tree Lane,Bethesda,20817,Public Elementary,K-5,Public,ad073d17-75e2-4e09-97a0-3bf845845bc0,1263528.66816875,479446.126661584
210,Frederick,Career & Technology Center,7922 Opossumtown Park,Frederick,21702,Public CareerTech,10-12,Public,36aca3bf-acca-441b-a99a-8fa0a09e3eb1,1195047.32481676,650077.596421584
211,Calvert,Career and Technology Academy,330 Dorsey Road,Prince Frederick,20678,Public CareerTech,9-12,Public,1f1a958f-2ed1-46c9-92e0-f3c4aa2a5630,1431837.49624859,323614.599086419
212,Prince George's,Carmody Hills Elementary School,401 Jadeleaf Avenue,Capitol Heights,20743,Public Elementary,PreK-6,Public,20edbbc7-2990-4b04-ba3a-597c460813a4,1344082.82562967,447714.173721418
213,Baltimore,Carney Elementary School,3131 East Joppa Road,Baltimore,21234,Public Elementary,PreK-5,Public,ea873aad-195d-4526-a6b0-ed5ad2cf49f8,1447905.56713076,628883.570568249
214,Prince George's,Carole Highlands Elementary School,1610 Hannon Street,Takoma Park,20912,Public Elementary,PreK-6,Public,f94c4421-921e-4889-8a0f-49dba01ab030,1316982.03632742,479632.384491175
215,Caroline,Caroline Career & Technology Center,10855 Central Avenue,Ridgely,21660,Public CareerTech,9-12,Public,8593da1b-0df9-4563-963b-ff66dd263a89,1641880.62406176,454344.16767925
216,Anne Arundel,Carrie Weedon Science Center,911 Galesville Road,Galesville,20765,Public Science,N/A,Public,fe06d958-1bd4-47e7-ab26-d48c97352d63,1440363.35190025,429550.989575416
217,Carroll,Carroll County Career & Technology Center,1229 Washington Road,Westminster,21157,Public CareerTech,10-12,Public,078b8abb-5cfc-47e6-9828-75b587e4da72,1314514.11508217,681906.213210419
218,Baltimore,Carroll Manor Elementary School,4434 Carroll Manor Road,Baldwin,21013,Public Elementary,K-5,Public,0fc41e72-189b-4683-b2e5-f98aefc1033e,1446684.56399535,667095.078134596
219,Frederick,Carroll Manor Elementary School,5624 Adamstown Road,Adamstown,21710,Public Elementary,PreK-5,Public,b89810ff-d0f3-49d7-8910-005ea16270a6,1179563.88924825,600042.757515088
220,Carroll,Carroll Springs Special Education,495 South Center Street,Westminster,21157,Public Special Education,PreK-12,Public,5f7135a9-1658-432d-ada5-ba625646f180,1314684.08619893,689664.228862345
221,Prince George's,Carrollton Elementary School,8300 Quintana Street,New Carrollton,20784,Public Elementary,PreK-5,Public,ec42afb9-0e47-4ea3-918d-b7721ad71620,1347731.68841067,473942.397839665
222,Carroll,Carrolltowne Elementary School,6542 Ridge Road,Sykesville,21784,Public Elementary,PreK-5,Public,73f5624a-34f0-41f8-aca6-118e8ac77876,1331066.25389384,628951.270236
223,Montgomery,Carson (Rachel) Elementary School,100 Tschiffely Square Road,Gaithersburg,20878,Public Elementary,PreK-5,Public,8fc05650-bbc6-4904-a2a8-0052d240b909,1242098.87146151,528343.66534926
224,Somerset,Carter G. Woodson Elementary School,281-A Woodson School Road,Crisfield,21817,Public Elementary,PreK-5,Public,1f0c0936-8fe0-40dc-a664-083c44cdf20b,1644355.81628984,114004.462861344
225,Baltimore City,Carver Vocational-Technical High School CTE # 454,2201 Presstman Street,Baltimore,21216,Public CareerTech,9-12,Public,d43c9443-1afd-4c3a-a901-cef745ff1439,1410705.78982443,596784.550448835
226,Washington,Cascade Elementary School,14519 Pennersville Road,Cascade,21719,Public Elementary,K-5,Public,c9f63fe7-2369-41bc-8eb1-68fbf69bbc2d,1174052.51608467,746097.743619755
227,Allegany,Cash Valley Elementary School,10601 Cash Valley Road,Lavale,21502,Public Elementary,PreK-5,Public,d3251046-1a48-4909-ab64-3a597cae47bf,801677.927830085,734331.88788642
228,Montgomery,Cashell Elementary School,17101 Cashell Road,Rockville,20853,Public Elementary,PreK-5,Public,6a28bdf6-1d26-4a15-afe7-afac7b9583d4,1287980.22392434,535597.148217589
229,Prince George's,Catherine T. Reed Elementary School,9501 Greenbelt Road,Lanham,20706,Public Elementary,PreK-5,Public,6b5c3482-c9f1-4608-818f-1da3fef219ec,1357426.94920383,481845.074619591
230,Frederick,Catoctin High School,14745 Sabillasville Road,Thurmont,21788,Public High,9-12,Public,ffaed445-6f7a-439c-8888-4c99de6b8844,1197049.38380475,718515.432314679
231,Baltimore,Catonsville Center for Alternative Studies,901 South Rolling Road,Baltimore,21228,Public Alternate,9-12,Public,c765cb7d-80eb-4652-93db-d93e5c4fb063,1390064.83963659,577737.003242165
232,Baltimore,Former Catonsville Elementary,615 Frederick Road,Catonsville,21228,Public Elementary,PreK-5,Public,5cf10828-0ff1-4a95-8aed-b4e0d7b02a41,1388625.05577075,584603.633537754
233,Baltimore,Catonsville Elementary School,106 Bloomsbury Avenue,Catonsville,21228,Public Elementary,PreK-5,Public,8c21717d-6edc-40db-8d99-32b86e5d67e4,1388531.04841284,583375.876150757
234,Baltimore,Catonsville High School,421 Bloomsbury Avenue,Baltimore,21228,Public High,9-12,Public,4ece2a89-050a-48bd-88d0-99ed377a4792,1388482.17646334,580196.970107004
235,Baltimore,Catonsville Middle School,2301 Edmondson Avenue,Baltimore,21228,Public Middle,6-8,Public,6b6c2789-2e53-4743-9cad-2bf95c1fc024,1377048.54874009,586166.529362082
236,Baltimore City,Cecil Elementary School # 007,2000 Cecil Avenue,Baltimore,21218,Public Elementary,PreK-5,Public,1cc47599-a3d7-49e5-8936-52dfda993d54,1423933.671177,599960.608729258
237,Cecil,Cecil Manor Elementary School,971 Elk Mills Road,Elkton,21921,Public Elementary,PreK-5,Public,2838b1e6-1106-4b48-b7fe-652b040600b4,1645300.7897936,727470.546294168
238,Cecil,Cecilton Elementary School,251 West Main Street,Cecilton,21913,Public Elementary,PreK-5,Public,ffe92eb6-8734-4a33-8720-15d1ccfb54cc,1630333.9260266,635330.291270584
239,Worcester,Cedar Chapel Special School,510 Coulbourne Lane,Snow Hill,21863,Public Special Education,N/A,Public,fc2e1154-6caf-4f11-8f22-43b87ca555a3,1773352.29386067,186266.387891009
240,Montgomery,Cedar Grove Elementary School,24001 Ridge Road,Germantown,20876,Public Elementary,K-5,Public,a0413ec6-a693-40a5-806d-db259c9e34da,1246583.96583776,576554.339925095
241,Howard,Cedar Lane School,11630 Scaggsville Road,Fulton,20759,Public Special Education,PreK-12,Public,def20802-0a98-4fbe-962a-c412f5ed0eb9,1336341.22234651,542333.43166101
242,Baltimore,Cedarmere Elementary School,17 Nicodemus Road,Reisterstown,21136,Public Elementary,PreK-5,Public,6482f261-9ff4-4665-996b-b4e14c2e78d1,1366357.07570051,645606.698539257
